descricao,classe
Conserto e reparo de tenda,37
Conserto e reparo de valises e malas,37
Conservação de campo de esporte,37
Conservação de obras de arte,37
Conservação de piscina para a prática de esporte,37
Conservação de quadra para a prática de esporte,37
Conservação e manutenção de container,37
Construção de fábrica,37
Construção de porto,37
Construção de vedação,37
Construção e reparação de obra civil,37
Construção e reparação em colocação de alvenaria,37
Construção e reparação em colocação de calha,37
Construção e reparação em colocação de cerca de arame,37
Construção e reparação em colocação de esquadria,37
Construção e reparação em colocação de piso,37
Construção e reparação em colocação de tela,37
Construção submarina,37
Consultoria técnica em coleta [seleção] de materiais,37
Controle de estaqueamento,37
Conversão de veículos a gasolina para gás natural,37
Dedetização,37
Desentupimento e limpeza de cano e tubulação,37
Desinfecção e limpeza de piscina,37
Dragagem,37
Esterilização de instrumentos cirúrgicos,37
Estimulação de poço e de controle de areal e água,37
Estofador,37
"Ferramentaria manual [reparação, montagem e construção]",37
Impermeabilização em obra civil,37
Instalação de aparelho de som para veículo,37
Instalação de cabo telefônico,37
"Instalação e conserto de ar condicionado, inclusive de veículo",37
Instalação e conserto de rádio-comunicação,37
Instalação e conserto de telefone,37
Instalação e manutenção de instalações a gás,37
Instalação e manutenção de instalações elétricas,37
Instalação e manutenção de instalações hidráulicas,37
Instalação e reparação de alarme para veículo,37
"Instalação, manutenção e conserto de aparelhos domésticos a gás",37
"Instalação, manutenção e conserto de computador [hardware]",37
"Instalação, manutenção e reparo de estrutura de letreiro e de painel elétrico e eletrônico, inclusive de veículo Instalação, reparo e manutenção de equipamentos de calefação",37
Lanternagem e funilaria automotiva [reparo e manutenção de veículos],37
Lavagem a vapor,37
"Limpeza, reparo, e manutenção de rede de esgoto",37
Lustrador de artigo de madeira e do mobiliário [manutenção],37
"Manutenção de balão, míssil e aeronave para fim meteorológico",37
"Maquete [construção de protótipos, maquetes e miniaturas para projetos arquitetônicos, empreendimentos imobiliários, de acordo com projeto] Montagem de estruturas metálicas para eventos",37
Pavimentação de estrada,37
Perfuração do solo,37
Reconstrução de edificações [reedificação],37
Recuperação de arma e equipamento bélico,37
Reencadernação de livro [serviço de reparação de encadernação],37
Reparação de barraca,37
Reparação de bolsas,37
Reparação de cachimbo,37
Reparação de câmara de ar,37
Reparação de equipamento de gás [serviço de manutenção e reparo],37
Reparação de furador de papel,37
Reparação de grampeador [artigo de escritório],37
Reparação de isqueiro,37
Reparação de monumento [serviço de manutenção e reparo],37
Reparação de piteira,37
Reparação e conservação de adorno [serviço de manutenção e reparo],37
Reparação e manutenção da estrutura de letreiro e painel não elétrico,37
Reparo de estampas,37
Reparo de fechadura,37
Reparo de moldes para estamparia [serviço de manutenção e reparo],37
Reparo ou manutenção de aparelhos e equipamentos de uso em barbearia e salões de beleza Repassagem de roupa,37
Restauração de afresco [serviço de restauração de obra artística],37
Restauração de obra sacra e histórica [serviço de restauração de obra artística],37
"Sapateiro, conserto e reparo",37
Serralheria [conserto],37
Serviço de recarga para cartucho de impressora,37
Serviços de bombeiro hidráulico,37
Serviços de borracharia,37
Serviços de borracheiro,37
"Serviços de centro de diagnóstico de veículo [serviços de manutenção/reparo de automóveis] Serviços de chaveiro [conserto, manutenção e reparo de fechaduras]",37
Serviços de conservação e limpeza em campo de esporte,37
Serviços de construtor,37
Serviços de engraxate,37
Serviços de pedreiro,37
Serviços de pinturas viárias,37
Serviços de recarga de cartuchos ou toner vazios,37
"Serviços de sinalização [instalação, manutenção e construção]",37
Terraplanagem,37
Zelador,37
Agência de notícias/jornalismo [transmissão/difusão de informações],38
Aluguel de caixas postais eletrônicas para e-mail,38
"Assessoria, consultoria e informação em comunicação no campo áudio visual",38
"Assessoria, consultoria e informação em telecomunicações",38
Consulta à lista telefônica por computador,38
"Consultoria referente a implantação, operação, gerenciamento e suporte de redes de telecomunicações e suas configurações Correio [transmissão de mensagem]",38
Cyber café [aluguel de tempo de acesso à internet],38
Distribuição de vídeos on-line [streaming de vídeos],38
"Fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de dados localizado em uma rede mundial de computadores",38
[provimento de acesso a um website] Habilitação de celular [serviço de telecomunicação],38
Leasing de espaço na internet,38
Provedor de acesso [telecomunicação],38
Provimento de acesso a lojas eletrônicas [telecomunicação],38
Rádio-chamada,38
Radioastronomia,38
Radiocomunicação,38
Radiocomunicação terrestre ou espacial,38
"Radiodeterminação [determinação, mediante o emprego de ondas radioelétricas, da posição de um móvel ou da direção ou distância em que este se encontra em relação a um ou dois",38
pontos conhecidos] Radiofonia,38
Radiolocalização,38
Radionavegação,38
Radiossonda [transmissão de dados meteorológicos],38
Rastreamento de bovinos [radiolocalização],38
Serviço de transmissão de noticiário,38
"Serviços de carregamento, compartilhamento e postagem de fotos áudio e vídeo [transmissão] Serviços de comunicação para a transmissão de uma transação eletrônica de um estabelecimento até uma central de processamento [telecomunicação] Telemática [transmissão de informações/ telecomunicação]",38
Telemetria,38
Televisionamento,38
Transmissão [emissão] de sinal de telecomunicação por satélite,38
Transmissão audiovisual via antena,38
Transmissão audiovisual via cabo,38
Transmissão audiovisual via satélite,38
"Abastecimento de água, captação e fornecimento de água tratada",39
Administração de rodovia,39
"Agência de viagem, exceto reserva de hotel",39
Agenciamento de navio,39
Agenciamento de veículo de carga e de reboque,39
Agente de viagem,39
Ambulância para animal [transporte],39
Arrendamento de contêiner,39
"Assessoria, consultoria e informação em armazenagem",39
"Assessoria, consultoria e informação em distribuição de energia",39
"Assessoria, consultoria e informação em embalagem",39
"Assessoria, consultoria e informação em empreendimento turístico",39
"Assessoria, consultoria e informação em serviços de entrega",39
"Assessoria, consultoria e informação em serviços de tráfego",39
"Assessoria, consultoria e informação em transportes",39
"Assessoria, consultoria e informação em viagem e turismo",39
"Assessoria, consultoria e informações sobre transportes",39
Controle de rodovia,39
Controle de tráfego de veículos,39
Correio [entrega de mensagem],39
Corretagem de frete [despachante de frete],39
Distribuição de mercadorias para terceiros [transporte],39
Emissão e venda de passagens,39
Empacotamento de mercadorias para fins de transporte,39
Entrega de correspondência,39
Entrega de malote,39
Entrega de mensagens animadas por meio de veículos ou ao vivo,39
Entrega de refeições fornecidas por terceiros [delivery],39
"Estivagem [conjunto de operações destinadas à movimentação de mercadorias de terra para bordo, ou de uma embarcação para outra, ou de bordo para terra] Frigorífico [armazenagem de produto alimentício]",39
Guarda-móveis [estabelecimento para depósito de móveis],39
"Guarda-volume [sala ou lugar qualquer para, com segurança e por determinado tempo, se depositarem volumes] Guia de turismo",39
Intermediação de carga,39
"Intermediação de serviços de transporte, por meio de aplicativo",39
Logística de distribuição para terceiros [armazenagem e transporte],39
Operação de aeroportos [transporte],39
Operação de estacionamento,39
Operação de portos [transporte],39
Operação de rodovias [transporte],39
Pedágio,39
Salvamento em transporte,39
Serviço de radiofarol,39
Serviços de busca e resgate de aeronave,39
Transporte de urna mortuária,39
"Assessoria, consultoria e informação em produção de energia",40
Ateliê de costura,40
Beneficiamento da castanha-de-caju,40
Beneficiamento de alimentos,40
Beneficiamento de cereal,40
Beneficiamento de laticínio,40
Blindagem de veículo,40
Caldeiraria [oficina de caldeireiro],40
Chapeamento com prata,40
Colocação de sobrecapa [serviços de encadernação],40
Confecção de artigo do vestuário sob encomenda,40
Confecção de etiqueta com código de barra,40
Confecção de prótese dentária [protético],40
Confecção/gravação de carimbos,40
Cromagem dos para-choques de veículo,40
Encolhimento de tecido,40
Escultor [artista plástico],40
Esterilização de alimento,40
"Ferramentaria [transformação, tratamento ou beneficiamento]",40
Folheamento a ouro,40
Fotolito,40
Geração de energia e capacidade elétrica,40
"Gravação em vidro, placa e moeda",40
Heliografia [processo fotográfico],40
Jateamento de areia em vidro,40
Lapidação de pedra,40
Laqueação de madeira,40
Linotipia,40
Litografia,40
Plastificação,40
Plotagem,40
Processamento e compressão de gás,40
Produção de próteses dentárias [protética dentária],40
Protético [serviço técnico de odontologia],40
Recozimento de metal,40
Restauração e conservação de fotografias,40
Revestimento de poliuretano em peça [serviço de tratamento de materiais],40
"Sapateiro, confecção sob medida",40
Separação e tratamento de resíduos urbanos para reciclagem,40
Serralheria [fabricação],40
Serviço de injeção de plástico,40
Serviço de mistura de tintas,40
Serviços de bordadeira,40
Serviços de cerzideira,40
Serviços de chaveiro [fabricação de chaves e fechaduras],40
Serviços de clicheria,40
Silk-screen [serigrafia],40
Tipografia [sistema de imprimir com fôrmas em relevo; impressão tipográfica],40
Tratamento de esgoto,40
"Tratamento e conservação de células, tecidos e organismos vivos em baixas temperaturas [crioconservação] Tratamento e purificação da água da piscina",40
Usinagem metalúrgica,40
Usinagem siderúrgica,40
Vitrificação,40
"Zincografia, linotipia e litografia",40
Academia de dança,41
Academia de tênis,41
Adestramento de animal,41
Agência de modelos para artistas [modelos vivos],41
Agência de notícias/jornalismo [elaboração de reportagens fotográficas ou não],41
Agência fotográfica,41
Agente artístico; literário e cultural [promotor de evento],41
Aluguel de armários para vestiários para escolas/academias,41
Aluguel de equipamento de lazer,41
"Aluguel de espaços próprios para exposições, conferências e espetáculos, todos para fins culturais Aluguel de material para trilha e acampamento",41
Aluguel de prancha de surf,41
Aluguel de salão de festas,41
Animação de festa,41
Apresentação de canto,41
Apresentação de capoeira [esporte],41
Apresentação de carimbó,41
Apresentação de caxambu,41
Apresentação de espetáculos ao vivo de chorinho [música],41
Apresentação de espetáculos ao vivo de grupo carnavalesco,41
Apresentação de espetáculos ao vivo de samba [dança],41
Apresentação de espetáculos ao vivo de samba [música],41
Apresentação de fandango caiçara,41
Apresentação de frevo,41
Apresentação de jongo,41
Apresentação de mamulengos,41
Apresentação de marabaixo,41
Apresentação de maracatu de baque solto,41
Apresentação de maracatu nação,41
Apresentação de partido alto,41
Apresentação de punga do Maranhão,41
Apresentação de samba de roda,41
Apresentação de samba de terreiro,41
Apresentação de tambor de crioula do Maranhão,41
Apresentação de teatro de bonecos popular do Nordeste,41
Apresentação de toque de sinos,41
Apresentação folclórica de caboclinhos,41
Apresentação folclórica do cavalo-marinho,41
Apresentação literária de cordel,41
Arbitragem esportiva,41
"Assessoria, consultoria e informação em atividades desportivas e culturais",41
"Assessoria, consultoria e informação em edição",41
"Assessoria, consultoria e informação em educação [instrução]",41
"Assessoria, consultoria e informação em educação física",41
"Assessoria, consultoria e informação em entretenimento [lazer]",41
"Assessoria, consultoria e informação em treinamento [demonstração][ensino]",41
"Assessoria, consultoria e informação ensino",41
Aula de samba [dança],41
Autoescola,41
Banda de música [serviços de entretenimento],41
Bilhar [diversão],41
Boliche [diversão],41
Cantor(a),41
Clube de livro e disco [lazer ou educação],41
Clube de vídeo game e vídeo cassete [lazer ou educação],41
"Copidesque [edição de texto, exceto de publicidade]",41
Curso de ciências ocultas,41
Curso de idioma,41
Curso técnico de formação,41
Cursos livres [ensino],41
"Decoração de festas, cerimônias e eventos",41
Demonstração de capoeira [esporte],41
Desfile de moda somente para entretenimento,41
Diagramação [editoração eletrônica de publicações],41
Disc-jóquei,41
Distribuição de brinquedos para caridade,41
"Edição de texto, exceto de publicidade [copidesque]",41
Empresário [organização e produção de espetáculos],41
Ensino das tradições da punga do Maranhão,41
Ensino das tradições do carimbó,41
Ensino das tradições do caxambu,41
Ensino das tradições do fandango caiçara,41
Ensino das tradições do jongo,41
Ensino das tradições do marabaixo,41
Ensino das tradições do tambor de crioula do Maranhão,41
Ensino das tradições folclóricas de caboclinhos,41
Ensino das tradições folclóricas do cavalo-marinho,41
Ensino de capoeira [esporte],41
Ensino de chorinho [música],41
Ensino de chorinho [prática instrumental],41
Ensino de frevo,41
Ensino de história,41
Ensino de maracatu,41
Ensino de samba [dança],41
Ensino de samba [música],41
Ensino de samba [prática instrumental],41
Fã clube,41
Gravações musicais em vhs/dvd/cd [serviços de estúdio],41
Grupo musical,41
"Guias eletrônicos, revistas, jornais e boletins oferecidos ao consumidor online [somente para acesso, sem possibilidade de download] Ioga e iogaterapia, sendo atividades desenvolvidas em academias de ginástica",41
"Jogos on-line, não baixáveis, providos em um ambiente virtual",41
Jornalismo [reportagens],41
Locutor de eventos,41
"Organização de evento esportivo, a saber, torneio de capoeira",41
Organização de programas de intercâmbio cultural e educativo,41
Parque de diversão,41
Pilates [atividade física],41
Pintura corporal Kusiwa Wajãpi,41
Prática de capoeira [esporte],41
Prática de chorinho [música],41
Prática de chorinho [prática instrumental],41
Prática de grupo carnavalesco,41
Prática de samba [dança],41
Prática de samba [música],41
Prática de samba [prática instrumental],41
Promoção de eventos esportivos,41
Promotor de eventos [se artísticos/culturais],41
"Provimento de imagens, áudios e vídeos on-line, não baixáveis, enquanto serviço de influenciador digital Provimento de imagens, áudios ou vídeos on-line, não baixáveis, autenticados por NFTs",41
"Provimento de website a disponibilizar foto, áudio e vídeo, não baixável [serviço de educação] Provimento de website a disponibilizar foto, áudio e vídeo, não baixável [serviço de entretenimento] Reserva e emissão de bilhetes para shows",41
Salas de cinema,41
Serviço de repórter [agência de notícia],41
Serviços de cenografia,41
Serviços de cerimonial [planejamento de eventos] sem fins comerciais ou publicitários,41
Serviços de companhia teatral,41
Serviços de concepção de programas de tv/rádio,41
Serviços de conjunto musical [serviços de entretenimento],41
Serviços de educação on-line prestados em um ambiente virtual,41
"Serviços de educação, prestados a título de assistência social",41
"Serviços de entretenimento, a saber, torneios de capoeira",41
"Serviços de lazer e entretenimento, prestados a título de assistência social",41
Serviços de premiação,41
Serviços de sinuca [entretenimento],41
Sonorização,41
Sonorização de eventos para empresas e similares,41
"Testes, exames e provas psicotécnicos para orientação vocacional",41
Treinamento de capoeira [esporte],41
Treinamento físico de alta intensidade com exercícios aeróbicos e anaeróbicos,41
Treinamento prático [apresentação] de capoeira [esporte],41
Treinamento prático [demonstração] de capoeira [esporte],41
Treinamento prático de chorinho [música],41
Treinamento prático de chorinho [prática instrumental],41
Treinamento prático de grupo carnavalesco,41
Treinamento prático de samba [dança],41
Treinamento prático de samba [música],41
Treinamento prático de samba [prática instrumental],41
Universidade [serviço de educação],41
Venda de bilhetes de loteria,41
Venda de ingressos para shows e espetáculos,41
"Adaptação de balão, míssil e aeronave para fim meteorológico, exceto sua manutenção",42
Aerofotogrametria,42
Agência reguladora,42
Agrimensura [medição de terras agrícolas],42
Aluguel de tempo de acesso a banco de dados,42
Análise de material,42
Análise de solo,42
Análise de suporte e sistema [serviço de informática],42
Análise e processamento de dados [serviço de informática],42
Análise para exploração de jazida,42
Antropologia [estudo e pesquisa],42
"Apoio à exploração, perfuração, produção de petróleo e gás",42
Armazenagem de células humanas para fins de estudos científicos,42
Arqueologia [estudo e pesquisa],42
Assessoria e consultoria em avaliação da conformidade,42
Assessoria e consultoria em controle de qualidade,42
Assessoria e consultoria em ensaios técnicos para controle de qualidade,42
Assessoria e consultoria em inspeção para controle de qualidade,42
Assessoria e consultoria em rastreabilidade [controle de qualidade],42
Assessoria e consultoria em realização de testes e medições para controle de qualidade,42
"Assessoria, consultoria e informação em agrimensura de fazendas",42
"Assessoria, consultoria e informação em astronomia",42
"Assessoria, consultoria e informação no campo da automação de locais de trabalho",42
"Assessoria, consultoria e informação no campo da física",42
"Assessoria, consultoria e informação no campo da segurança da informática",42
"Assessoria, consultoria e informação no campo da segurança da informática [programação]",42
"Assessoria, consultoria e informação no campo da seleção, implementação e uso dos sistemas hardware e software para terceiros Assessoria, consultoria e informação sobre desenvolvimento de produtos",42
"Assessoria, consultoria e informação sobre meteorologia e condições climáticas ligadas ao fechamento de estradas e condições para determinados esportes Assessoria, consultoria e informação sobre pesquisas científicas no campo da bioquímica e biotecnologia Assessoria, consultoria e informação sobre pesquisas de cosméticos",42
"Assessoria, consultoria e informação sobre testes de segurança de produtos para consumidores [testes de materiais] Assessoria, consultoria e informações e pesquisas no campo biológico",42
"Assessoria, consultoria e informações no campo da manutenção da segurança e integridade de banco de dados [serviço de informática] Assessoria, consultoria e informações no campo de processos tecnológicos",42
"Assessoria, consultoria e informações sobre arquitetura",42
"Assessoria, consultoria e informações sobre artes gráficas",42
"Assessoria, consultoria e informações sobre catalisadores [química]",42
"Assessoria, consultoria e informações sobre construção de estrutura predial [engenharia]",42
"Assessoria, consultoria e informações sobre decoração de interiores",42
"Assessoria, consultoria e informações sobre engenharia",42
"Assessoria, consultoria e informações sobre engenharia industrial",42
"Assessoria, consultoria e informações sobre gás [química]",42
"Assessoria, consultoria e informações sobre líquidos [química]",42
"Assessoria, consultoria e informações sobre óleo industrial [química]",42
"Assessoria, consultoria e informações sobre pesquisas e análises bacteriológicas, biológicas, químicas e bioquímicas Assessoria, consultoria e informações sobre pesquisas no campo biológico",42
"Assessoria, consultoria e informações sobre pesquisas no campo de agricultura",42
"Assessoria, consultoria e informações sobre pesquisas no campo de confinamento de animal Assessoria, consultoria e informações sobre pesquisas no campo de engenharia genética",42
"Assessoria, consultoria e informações sobre pesquisas no campo de transferência de embrião de animal Assessoria, consultoria e informações sobre petroquímica",42
"Assessoria, consultoria e pesquisa científicas no campo da saúde e da medicina",42
"Assessoria, consultoria, informação e assistência em pesagem e em metrologia",42
Assistência técnica em software,42
Astrobiologia [estudo e pesquisa],42
Astrobotânica [estudo e pesquisa],42
Astroclima [estudo e pesquisa],42
Astrofísica [estudo e pesquisa],42
Astrogenia [estudo e pesquisa],42
Astrometria [estudo e pesquisa],42
Astronomia cometária [cometografia],42
Astronomia de campo [estudo e pesquisa],42
Astronomia descritiva [estudo e pesquisa],42
Astronomia estelar [estudo e pesquisa],42
Astronomia instrumental [astronomia prática] [estudo e pesquisa],42
Astronomia meteórica [meteorografia] [estudo e pesquisa],42
Astroscopia [estudo e pesquisa],42
Astrostática [estudo e pesquisa],42
Astrozoologia [estudo e pesquisa],42
Autenticação de dados [serviço de informática],42
Autenticação de diamantes,42
"Automação industrial [desenvolvimento, instalação e manutenção de sistemas]",42
Avaliação da conformidade de produtos [ensaios/testes],42
Avaliação da conformidade de serviços [ensaios/testes],42
Cálculo e dimensionamento na área de engenharia,42
Composição gráfica [criação em arte gráfica],42
Computação gráfica [serviços de informática],42
Concepção de protótipo [elaboração de projeto],42
Concepção e projetos de maquetes e protótipos,42
"Concepção/elaboração de projeto de balão, míssil e aeronave para fim meteorológico",42
Controle ambiental de poluição do ar e sonora,42
Controle de qualidade de processos/sistemas produtivos,42
Controle de qualidade de produtos,42
Controle de qualidade de serviços,42
Controle de qualidade do alimento,42
Controle de qualidade na indústria,42
Controle de qualidade para laboratório de análise clínica,42
Criação de homepage,42
Criação de software de computação gráfica,42
Criação e projeto de planta para construção,42
Cyber café [aluguel de tempo de acesso a software],42
Desenho artístico,42
"Desenho de arte gráfica, inclusive para homepage",42
Desenvolvimento de projetos técnicos sobre sistemas agroecológicos,42
Desenvolvimento de projetos técnicos sobre sistemas agroflorestais,42
Desenvolvimento de softwares e componentes de softwares para terceiros para uso em ambiente virtual Design de aplicativo de multimídia,42
Design de homepage,42
Digitalização,42
Emissão/validação de certificado digital,42
Engenharia biológica,42
Ensaios técnicos para controle de qualidade de processos/sistemas produtivos,42
Ensaios técnicos para controle de qualidade de produtos,42
Ensaios técnicos para controle de qualidade de serviços,42
Escaneamento,42
Exploração submarina [pesquisa],42
"Fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de dados localizado em uma rede mundial de computadores",42
"[desenvolvimento de um software/website para terceiros] Fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de dados localizado em uma rede mundial de computadores [se",42
for uma ferramenta de busca] Fotogrametria [fotocartografia],42
Geodesia [estudo e pesquisa],42
Geografia [estudo e pesquisa],42
Geologia [estudo e pesquisa],42
Heliografia [estudo do sol] [estudo e pesquisa],42
Hidrologia [estudo e pesquisa],42
Higrometria para indicação do tempo,42
História [pesquisa e levantamento arqueológico],42
Implantação de sistema [informática],42
Inspeção de máquina e material,42
Inspeção de processos/sistemas produtivos para controle de qualidade,42
Inspeção de produtos para controle de qualidade,42
Inspeção de serviços para controle de qualidade,42
Maquete eletrônica,42
Medição de energia elétrica,42
Medição e análise de solo,42
Medição e verificação de emissões de dióxido de carbono e outros gases estufas,42
Museologia [pesquisa e estudo],42
Oceanografia,42
Paleontologia [pesquisa e estudo],42
Perícia técnica na área de arquitetura,42
Perícia técnica na área de biologia,42
Perícia técnica na área de computação e informática,42
Perícia técnica na área de engenharia,42
Perícia técnica na área de física,42
Perícia técnica na área de geologia,42
Perícia técnica na área de matemática,42
Perícia técnica na área química,42
Pesagem de mercadoria para terceiros,42
Pesquisa científica sobre assuntos de natureza paranormal,42
Pesquisa de bens minerais,42
"Pesquisa no campo da ciência e tecnologia sobre a existência de vida inteligente no universo, astronomia e ciências planetárias Pesquisa sobre sistemas agroecológicos",42
Pesquisa sobre sistemas agroflorestais,42
Pesquisas agropecuárias,42
Pesquisas navais,42
Pintor [artista plástico],42
Pintura à mão em tecido,42
Pintura artística,42
"Planejamento, confecção, manutenção e atualização de páginas eletrônicas",42
Planimetria [levantamento topográfico],42
Pluviometria ou udometria,42
Programação visual,42
Projeto de arquitetura,42
Projeto de decoração,42
Projeto de distribuição de água,42
Projeto de distribuição de energia elétrica,42
Projeto de engenharia aeronáutica,42
Projeto de engenharia agrícola,42
Projeto de engenharia agronômica,42
Projeto de engenharia civil,42
Projeto de engenharia da computação,42
Projeto de engenharia de alimento,42
Projeto de engenharia de automóvel,42
Projeto de engenharia de controle de qualidade,42
Projeto de engenharia de material,42
Projeto de engenharia de mina,42
Projeto de engenharia de pesca,42
Projeto de engenharia de produção,42
Projeto de engenharia de qualquer natureza,42
Projeto de engenharia de segurança do trabalho,42
Projeto de engenharia de tráfego,42
Projeto de engenharia elétrica,42
Projeto de engenharia eletrônica,42
Projeto de engenharia florestal,42
Projeto de engenharia genética,42
Projeto de engenharia industrial,42
Projeto de engenharia mecânica,42
Projeto de engenharia metalúrgica,42
Projeto de engenharia naval,42
Projeto de engenharia nuclear,42
Projeto de engenharia oceânica,42
Projeto de engenharia química,42
Projeto de engenharia sanitarista,42
Projeto de engenharia têxtil,42
Projeto de geração de energia elétrica,42
Projeto de química,42
Projeto de sistema de computador,42
Projeto de tubulação,42
Projeto e cálculo,42
Projeto industrial,42
Projetos de automação industrial,42
Provimento de assinaturas digitais [segurança informática],42
Provimento de assinaturas eletrônicas [autenticação de dados],42
Rastreabilidade de processos/sistemas produtivos [controle de qualidade],42
Rastreabilidade de produtos [controle de qualidade],42
Rastreabilidade de serviços [controle de qualidade],42
Realização de testes e medições para controle de qualidade de processos/sistemas produtivos Realização de testes e medições para controle de qualidade de produtos,42
Realização de testes e medições para controle de qualidade de serviços,42
Serviço de química [pesquisa e análise para fim industrial],42
Serviço de segurança bancária por meio de utilização de senha [software],42
Serviços de cometografia [estudos em astronomia cometária],42
Serviços de desenvolvimento de banco de dados [informática],42
Serviços de engenharia e planejamento no campo de redes de informação e comunicações,42
"Serviços de ilustrações gráficas, técnicas e simulações gráficas de projeto",42
Serviços de ilustradores,42
"Serviços de projetos arquitetônicos de casas populares, prestados a título de assistência social Serviços de sinalização [projetos arquitetônicos e engenharia]",42
Silvicultura [estudo e pesquisa],42
Sites de busca [fornecimento de mecanismos de busca na internet],42
Sondagem de solo e subsolo,42
"Suporte técnico em informática, a saber instalação, manutenção e configuração de banco de dados Tratamento de dados [serviço de informática]",42
Vistoria e perícia técnica de veículos,42
Vistorias navais,42
Aconselhamento relativo a receitas culinárias,43
Albergue,43
Alimentação natural e macrobiótica [serviços de fornecimento de comida e bebida],43
Alojamento para animal [acomodações temporárias],43
Aluguel de bebedouros,43
"Assessoria, consultoria e informação em culinária",43
"Assessoria, consultoria e informação em viagens [alojamento e reservas]",43
"Assessoria, consultoria e informação relativa à produção de alimento",43
"Assessoria, consultoria e informação sobre o vinho e suas características",43
"Assessoria, consultoria e informação técnica em serviço de alimentação",43
"Assessoria, consultoria e informações sobre restaurante",43
Camping [provimento de acomodações],43
Churrascaria [restaurante],43
Creche,43
Cyber café [fornecimento de comida e bebida],43
Distribuição de cestas básicas a pessoas carentes,43
Fornecimento de cestas de café da manhã [serviços de alimentação],43
Hotel para animais,43
"Intermediação de serviços de fornecimento de comida e bebida materiais, por meio de um ambiente virtual Intermediação de serviços de fornecimento de comida e bebida, por meio de aplicativo",43
Padaria [fornecimento de comidas e bebidas para consumo imediato],43
Serviços de berçário,43
Serviços de copeiras,43
Serviços de pensão [acomodações temporárias],43
Serviços de pensão [serviços de fornecimento de comida e bebida],43
Serviços de restaurantes com entrega em domicílio,43
Spa [serviço de hospedagem e fornecimento de refeições],43
Aluguel de aparelhos e equipamentos de uso em barbearia e salões de beleza,44
Aluguel de mictório,44
Análise e prognóstico nutricional,44
Análise farmacêutica,44
Apicultura,44
Aqüicultura,44
Armazenagem de células humanas para fins médicos,44
"Assessoria, consultoria e informação em assistência médica, prestada por médicos e outros especialistas da área médica Assessoria, consultoria e informação em estética capilar",44
"Assessoria, consultoria e informação em estética pessoal [tratamento de pele e cabelo]",44
"Assessoria, consultoria e informação em massagem",44
"Assessoria, consultoria e informação em nutrição",44
"Assessoria, consultoria e informação médica",44
"Assessoria, consultoria e informação na área agrícola",44
"Assessoria, consultoria e informação na área de horticultura de parreirais",44
"Assessoria, consultoria e informação na área médica",44
"Assessoria, consultoria e informação no campo da saúde e da medicina",44
"Assessoria, consultoria e informação odontológica",44
"Assessoria, consultoria e informação sobre aplicação de pesticidas e sobre resíduos de pesticidas em alimentos Assessoria, consultoria e informação sobre beleza",44
"Assessoria, consultoria e informação sobre cuidados médicos",44
"Assessoria, consultoria e informação sobre doenças mentais",44
"Assessoria, consultoria e informação sobre suplementos dietéticos e nutrição",44
"Assessoria, consultoria e informações no campo de engenharia genética [referentes à medicina] Assessoria, consultoria e informações sobre aquacultura",44
"Assessoria, consultoria e informações sobre florestamento e reflorestamento",44
"Assessoria, consultoria e informações sobre medicina, assistência médica e odontológica",44
"Assessoria, consultoria e informações sobre paisagismo",44
Avaliação da capacidade auditiva [audiometria],44
Aviamento de receita em farmácia de manipulação,44
Banco de leite humano,44
Banco de sêmen animal,44
Bronzeamento artificial,44
Cirurgias médicas [serviços médicos],44
Clínica de desintoxicação,44
Clínica veterinária,44
"Coleta, em domicílio, de material para análise clínica médica",44
"Coleta, em domicílio, de material para análise clínica veterinária",44
Colheita [serviços de agricultura],44
Consultas médicas [serviços médicos],44
Corte de árvore,44
"Corte de cabelo masculino, feminino e infantil",44
Cria e engorda de gado bovino,44
Criação de gado [serviço agropecuário],44
Depilação,44
Desenvolvimento e transferência de embrião animal,44
Desmatamento,44
Ducha e banho,44
Estética [tratamento da pele e cabelo],44
Estética facial e corporal,44
Estética para animal [toalete animal],44
Exame bacteriológico [análise clínica],44
Exame de seqüência genética,44
Extração de veneno de animal peçonhento,44
Extração florestal,44
Farmácia de manipulação [manipulação de medicamentos],44
Grupos de autoajuda [terapia em grupo],44
Higiene animal [toalete animal],44
Horticultura [serviço agropecuário],44
Hospital para plantas,44
Hotel para plantas,44
Inseminação animal artificial,44
Investigação de paternidade [exame],44
Ioga e iogaterapia [terapias alternativas para saúde física e mental],44
"Irrigação [rega artificial da terra por meio de canais, canos e levadas]",44
Laboratório de análise clínica,44
Manicure e pedicure,44
Manipulação de fórmulas medicinais,44
Manutenção de plantas [cultura de plantas],44
Medicina chinesa e ayurvédica,44
Odontologia [cirurgião-dentista],44
Orientação nutricional,44
Orientação nutricional para alimentação natural e macrobiótica [serviços de saúde],44
Orientação psicológica,44
Perícia legista,44
Perícia médica,44
Perícia médica/perito médico-legista,44
Perícia na área sanitária,44
Perícia odontológica/perito odonto-legista,44
Perícia técnica na área de farmácia,44
Perícia técnica na área de fisioterapia,44
Perícia técnica na área de fonoaudiologia,44
Pilates [terapia alternativa para saúde física e mental],44
Piscicultura,44
Preparação de terra,44
