numero_base,classe,descricao,referencias_correlacionadas
430205,43,Aluguel de acomodação em viagens,360035;360143;370013;370120;380032;390024;390035;390040;390042;390045;390084;390099;390119;410067;420205;420294
430206,43,Aluguel de pias de cozinha,070445;110299;110314;110382;200099;200352;210103;210197;210236;210272;300049;360035;360143;370013;370120;380032;390035;390040;390042;390045;390099;410067;420205;420294
430207,43,Aluguel de vestiários portáteis,060248;060361;060480;070480;070589;070597;090702;090797;090853;090874;110149;200333;200339;210261;210261;210301;210392;210448;280215;280256;360035;360143;370013;370120;370160;380032;390012;390035;390040;390042;390044;390045;390099;390112;390125;400123;400141;410067;410197;410268;420083;420205;420294;450204
430208,43,Serviços de crítica gastronômica [provimento de informações sobre alimentos e bebidas],080286;300322;350065;350110;350119;350170;360059;360060;360113;370104;370105;380027;390076;390077;390098;390108;400033;400066;400087;400117;400130;410048;410050;410064;420076;420275
430209,43,Serviços de restaurantes para retirada,350177
430210,43,Aluguel de móveis,070583;100119;160159;180041;180116;200020;200037;200043;200044;200052;200113;200115;200132;200148;200170;200172;200173;200184;200200;200209;200270;200276;200284;200306;200345;200346;210125;240059;240075;240117;360035;360132;360143;370013;370067;370120;380032;390012;390019;390035;390040;390042;390044;390045;390047;390099;390112;390125;400123;400141;410067;410197;410250;420083;420205;420294;450046;450204
430211,43,Aluguel de móveis de escritório,070583;160009;160064;160146;160159;160169;160275;160357;200020;200037;200044;200115;200132;200170;200172;200184;200200;200276;200284;200345;200346;210125;240059;360035;360143;370013;370067;370120;380032;390035;390040;390042;390044;390045;390047;390099;410067;420205;420294
430212,43,Aluguel de robôs para preparação de bebidas,090822;210342;320045;320060;390138;400135;420299;440233
430213,43,Serviços de cozinha fantasma,070256;070445;070553;110108;110204;110314;110317;110382;200351;210049;210079;210103;210108;210158;210197;210199;210207;210236;210259;210272;210273;210316;210326;210330;210384;210385;290067;290110;300049;350009;350072;350088;350107;360003;360028;360031;360111;360123;370035;370070;370071;370132;370142;370147;380007;380009;380039;380049;380056;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;440034;440059;440106;440113;440147;440152;440185;440198;440201;440203;440207;440210;440217;440227;440240;440241;440249;440262;440266;440281;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
430214,43,Provimento de salas VIP / lounges em aeroportos,380043;380058
430215,43,Reserva e organização de acesso a salas VIP / lounges em aeroportos,390056;410082;410185
430216,43,Aluguel de panelas para hot pot,110412;210322;210356
440009,44,Criação de animais,030063;060433;070431;090746;180054;200006;200010;200109;210403;310005;310006;310007;310050;310052;310059;310069;310088;310102;310111;310112;310123;400094;410005;420144;420199;430203;450264
440012,44,Jardinagem paisagística,080086;080097;080184;210321;370159
440018,44,Serviços de banhos públicos para fins higiênicos,010098;010099;050041;050043;050045;050059;050232;050234;050315;110037;110349
440019,44,Serviços de banhos turcos,010098;010099;050043;050045;050059;110036;110037;110349;120048;210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440020,44,Serviços de salões de beleza,030020;210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410077;410095;410103;410183;410186;410191;410235;410258;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440034,44,Serviços de cabeleireiro,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440037,44,Confecção de coroas de flores,120085;210206;260059;260099;310091;400012;450146
440059,44,Serviços hospitalares,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440060,44,Serviços de saúde,360038;410054
440072,44,Horticultura,010445
440077,44,Jardinagem,080086;080097;080145;080184;210321
440084,44,Aluguel de equipamentos agrícolas,070008;080200;110327;280105;280149;280201;360035;360143;370013;370090;370120;380032;380033;390035;390040;390042;390045;390099;410018;410066;410067;410086;420205;420294;430192
440086,44,Massagem,030220;030248;050481;050492;100113;100300;100314;100348;200229;200364
440087,44,Assistência médica,100205;350097;410219;450234
440094,44,Serviços de viveiros de plantas,010586;010634;010720;160223;200109;210206;210207;210338;310071;310091;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440106,44,Serviços de sanatórios,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440111,44,Assistência veterinária,350097;410219;420316;450234
440113,44,Serviços de odontologia,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440115,44,"Aspersão, aérea ou de superfície, de fertilizantes e outras substâncias químicas agrícolas",010091;010094;010116;010128;010138;010174;010175;010223;010224;010233;010255;010265;010271;010286;010354;010362;010363;010364;010386;010427;010431;010487;010521;010523;010575;010592;010648;010679;070008;120193
440131,44,Toalete de animais,030060;030063;030092;030120;030123;030155;030162;060433;070431;080257;090746;180054;200006;200010;210051;210115;210115;210403;310005;310006;310007;310059;310088;310112;400094;410005;430203;450264
440133,44,Serviços de bancos de sangue,010168;050265;120298;200020;200350;200383;210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440143,44,Serviços de arranjo de flores,010209;010299;050334;160229;170112;200116;210132;210133;210206;210207;210253;260059;260099;290255;300221;310044;310055;310056;310091;310170;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;380056;390033;390065;390074;390096;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440147,44,Serviços de abrigos para doentes e desamparados,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440148,44,Manutenção de gramados,120065;350134;370001;370002;370006;370008;370012;370014;370018;370027;370046;370058;370063;370083;370085;370116;370129;370180;420176;420199;450252
440151,44,Manicure,080231;080243
440152,44,Serviços de parteira,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440153,44,Enfermagem [médica],100205;410058
440154,44,Consultoria em farmacêutica,350019;350020;350036;350062;350138;350139;350166;360054;360055;370131;400132;420036;420141;420204;420207;420219;420231;420232;420233;420235;420241;420242;420263;420273;420277;450117;450206;450224;450225;450227;450239;450267
440156,44,Cirurgia plástica,100021;100058;100059;100060;100200;250204
440166,44,Cirurgia de árvores,010079;010198;060028;080100;100021;100058;100059;100060;100200;200371;250204;310008;310009;310010
440168,44,"Extermínio de animais nocivos para agricultura, aquacultura, horticultura e silvicultura.",370177
440171,44,Destruição de ervas daninhas,050170;050336;220044;300201;300294;340028;400105;410264
440173,44,Toalete de animais de estimação,030060;030092;030120;030123;030155;030162;030196;030217;050440;050478;050509;050511;090958;100327;100340;100351;110419;120311;120357;140187;160371;180135;200006;200010;200271;200356;210051;210115;210115;210302;210306;210306;210414;210415;210473;240121;280004;310005;310059;310112;310138;310142;310146;310147;310181;400094;410005;410261;450198
440180,44,Implante de cabelos,030040;030041;030133;030201;030231;030232;080126;210110;260013;260015;260038;260039;260040;260040;260041;260042;260043;260044;260115
440185,44,Serviços de psicólogos,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440188,44,Aluguel de instalações sanitárias,070133;110103;110103;110186;110186;110203;110272;110301;110325;110376;420274;420274
440193,44,Aromaterapia,050525;050526
440194,44,Inseminação artificial,050177;070598;100125;100138;100139;100242;190142;260061;270003;280096;300075;370123;370158;420277;420315
440195,44,Reabilitação de toxicomaníacos,100221;430204
440196,44,Fertilização in vitro,030074;410261
440197,44,Serviço de tatuagem,350123;370089;390130;400063;400090;420220;420248;420295;420315;430010;450002;450227;450258;450259
440198,44,Serviços de telemedicina,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440199,44,Concepção de projeto paisagístico,420194;420250;420265;420309
440200,44,Serviços de sauna,110297;210207;310175;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440201,44,Serviços de solário,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440202,44,Serviços de saúde em spa,360038;410054
440203,44,Serviços de esteticista,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440204,44,Preparação de receitas por farmacêuticos,050426;050453;070423;350067;350073;350169;400148;450221
440205,44,Serviços de terapia,100287;210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440206,44,Plantação de árvores com a finalidade de compensação de carbono,010079;010148;010149;010198;010341;010357;010528;010568;060028;080100;160066;170096;200371;220087;310008;310009;310010;360104;400142
440207,44,Serviços de aquacultura,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440208,44,Locação de equipamentos médicos,100244;100323;160343;280105;280149;280201;350165;360004;360036;360045;390008;390046;390091;410190
440209,44,Serviços de centros médicos,070616;100213;210207;210219;350009;350072;350088;350107;350165;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;430204;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440210,44,Serviços de medicina alternativa,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440212,44,Aconselhamento em questões de saúde,360038;450242
440213,44,Depilação com cera,030046;030049;030052;030054;030055;030097;030207;030281;040021;040028;040029;040030;040114;080242;160055
440214,44,Serviços ortodônticos,100214;100243;210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;370178;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400102;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440215,44,Aconselhamento médico para pessoas com deficiências,100321;110359;410245
440217,44,Serviços de reflorestamento,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440218,44,Cuidados paliativos,030142;450197;450265
440219,44,Serviços de casas de repouso,090846;200312;210207;280086;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430013;430024;430025;430027;430071;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440220,44,"Serviços de controle de pragas para agricultura, aquicultura, horticultura e silvicultura",370177
440221,44,Serviços de bancos de tecido humano,120298;200020;200350;200383;240023;240035;240036;240037;240041;240050;240058;240061;240062;240073;240094;240127;260126
440222,44,Aluguel de animais para serviços de jardinagem,060433;070431;080086;080097;080184;200006;200010;210207;210321;310005;310059;310112;350009;350072;350088;350107;360003;360028;360031;360035;360111;360123;360143;370013;370070;370071;370120;370132;370142;370147;380007;380009;380032;380039;380049;390033;390035;390040;390042;390045;390065;390074;390099;390100;390120;390130;400029;400056;400094;400099;400114;400121;400149;410003;410004;410005;410028;410033;410047;410067;410095;410103;410183;410186;410191;410235;420205;420228;420294;420313;430024;430025;430027;430098;430108;430138;430183;430203;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450264;450273
440223,44,Aluguel de colmeias,200001;200039;200040;360035;360143;370013;370120;380032;390035;390040;390042;390044;390045;390099;390112;410067;420205;420294
440224,44,Terapia assistida por animais [zooterapia],030063;060433;070431;100287;180054;200006;200010;210403;310005;310006;310007;310059;310088;310112;400094;410005;430203;450264
440225,44,de análises médicas fornecidos por laboratórios médicos para fins de diagnóstico e tratament,050520;090170;090170;100319;420007
440226,44,Exames médicos de rastreamento,100268;160382;350165;410049;450222
440227,44,Serviços de viticultura,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440228,44,Consultoria em viticultura,350019;350020;350036;350062;350138;350139;350166;360054;360055;370131;400132;420036;420141;420204;420207;420219;420231;420232;420233;420235;420241;420242;420263;420273;420277;450117;450206;450224;450225;450227;450239;450267
440229,44,Serviços de enfermagem domiciliar,210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410058;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440230,44,Aluguel de aparelhos para estilização de cabelos,030040;030133;030201;030231;070172;090106;090189;090237;090290;090308;090394;090407;090408;090416;090461;090467;100005;100057;100063;100120;100134;100135;100158;100196;110172;110415;260015;260038;260040;260040;260041;260042;260044;280031;280044;280044;360035;360143;370013;370120;380029;380031;380032;380034;380055;380060;390035;390040;390042;390045;390099;400118;400119;410025;410067;420205;420294;430190
440231,44,Cultivo de plantas,010524;010586;010589;010634;010637;010720;110361;110420;160223;160223;210206;210485;310071;310091;310173;420038
440232,44,Aconselhamento em dieta e nutrição,350093;420288;450235;450242
440233,44,Aluguel de robôs cirúrgicos,050140;090822;100007;100056;100207;100253;360035;360143;370013;370120;380032;390035;390040;390042;390045;390099;390138;400135;410067;420205;420294;420299;430212
440234,44,Gestão de vida selvagem [manejo da fauna silvestre],350001;350019;350020;350025;350048;350061;350078;350115;350118;350122;350151;350176;350191;360114;450207
440235,44,Acupuntura,100199;100202
440236,44,Terapia com ventosas,070368;100155
440237,44,Serviços de cuidados pós-natal,020016;450197;450265
