numero_base,classe,descricao,referencias_correlacionadas
210417,21,Panos para lavar louça,030279;180141;240013;240130
210418,21,Luvas abrasivas para esfoliar a pele,030023;030277;050239;050515;090275;090386;090819;100043;100092;180027;240055;250067;250074;250167;250196;250197;250205;250210;280032;280072;280132;280141;280153
210419,21,Forminhas para assar de papel,010036;010103;010245;010416;010417;010418;010419;010432;050237;050286;110056;110057;110329;160006;160062;160130;160140;160156;160182;160190;160191;160210;160233;160339;160372;160376;160395;190062;250128
210420,21,Forminhas para assar de silicone,110056;110057;110329
210421,21,Tigelas de sopa,070038;150097;290099;290259
210422,21,Repelentes de pragas ultrassônicos,050076;050178
210424,21,"Frascos inteligentes de remédios, vazios",050068;050093;050247
210425,21,Bandejas organizadoras [recipientes para pequenos objetos] para fins domésticos,060505;060505;110396;200376;200376;360066;450200
210426,21,Espremedores em tubo para uso doméstico,010260;010566;010618;010635;030081;030083;030245;030247;070277;070444;070459;070460;070625;080299;160265;160266;160271;160274;160290;160290;160313
210427,21,"Estatuetas de porcelana, cerâmica, louça de cerâmica, terracota ou vidro para bolos",020037;080266;400015
210429,21,"Moedores de carne, não elétricos",070211;070553;080236;080236;090148;090164;090166;090222;090730;090799;090828;110375;290046;290049;290050;290137;290142;290147;290203;290246;290267;300133
210430,21,"Carimbos cosméticos, vazios",030063;030065;030171;030269;160052;160054;160247;160258;160259;160364;180093
210431,21,"Descansos, exceto de papel ou tecido, para copos de cerveja",160037;160254;160283;240096;240133
210432,21,Lixeiras com abertura e fechamento automáticos para fins domésticos,060505;060505;090353;110396;200359;200376;200376
210433,21,Escova de cabelo com vibração de ondas sonoras,050394;080281;080300;110095;110328;170137;260089;260114;260121;260126;260140
210434,21,Funis para torta,300104;310026;310036;310083;310128
210435,21,Pinças de churrasco,080042;080101;080102;080167;080207;080207;110326
210436,21,Garfos de servir,080070;080184;080292;200222
210437,21,Colheres de servir,080080;080087;090641;100069;100305;200222
210438,21,Garfos para churrasco,080070;080184;080292;110326
210439,21,Gaiolas para pegar insetos,050178;050379;050386;050490;290210;310163
210440,21,Caixas para colecionadores de insetos,050178;050379;050386;050490;050501;070081;090525;090686;150052;160133;260049;280271;290210;310163;340034;340035
210441,21,Aparelhos cosméticos para microdermoabrasão,030043;030063;030064;030065;030071;030100;030131;030171;030248;030249;030253;030269;030272;030273;030277;030288;070163;070172;070526;090106;090189;090232;090232;090237;090290;090308;090394;090407;090408;090416;090461;090467;100005;100057;100063;100120;100134;100135;100158;100196;110172;110415;180093;280031;280044;280044;280237
210442,21,Capas para caixas de lenços,090686;090710;090740;090762;120264;120298;160108;160198;180026;180054;180116;240059;240074;240078;240115;250069;250161;250177;250191;340034
210443,21,Sacos para uso em culinária,220104;220107;220117;220118;240128;280047;280184;290187;300175
210444,21,Palitos para doces congelados,050057;300019;300042;300068
210445,21,"Esferas para uso em lavanderia, vazias",030014;030124;030193;030278;060265;070049;070339;110063;160253;200301;200302;370010
210446,21,Protetores de caneca,010326;050315;050378;050391;060028;090414;090667;090751;090752;090753;090863;100079;100124;100240;100318;200314;200357;240030;240126;240126;250185;250201;280229;280284
210448,21,Penicos portáteis descartáveis para adultos e crianças,030249;090702;090797;110149;120112;150099;180136;200339;430207
210449,21,Raspadores,080274
210450,21,"Taças para premiação, de porcelana, cerâmica, faiança, terracota ou vidro",140184
210451,21,"Vidro de alabastro, exceto para construção",090371;190002;190003;190063;190100;190126;190180;190183;190192;190255;190274;370021;370029;370030;370052;370074;400062
210452,21,Sabonete de aço inoxidável,030007;030017;030143;030149;030163;050471;050480;060002;060003;060003;060004;060005;060006;060009;060010;060011;060011;060265;060266;060427;060459;060460;060506;160001;160002;200378
210453,21,Penicos para crianças,030249;120112;150099;180136;280236;300307;390129;450269
210454,21,Bolas de secagem,070588;090851;100274;110222;110416;260020;280011;280019;280023;280030;280173;280220;280263;280290
210455,21,Escorredores de louças,030214;030214;030280;030280;070231;070231;110416;200014;200198;370144;370144;370145
210456,21,Pazinhas de lixo,060505;070414;070418;120308;160292;200358;200376;390064;390124;400068;400097;400105;400106;400116;400124
210457,21,Rolos adesivos para limpeza,010722;030038;030224;050003;050217;050483;050512;050518;070014;070220;100348;150078;150079;200195;200384;250192;260111;370026
210458,21,Refil de folhas adesivas para rolos de limpeza,030038;050512;060003;060131;070014;070220;150078;160377;170035;190033;200384;310100;370026
210459,21,"Escovas para limpeza facial, elétricas e não elétricas",070033;070105;070300;070413;080219;090427;110343;110368;110410;160017;160132;390112;440283
210460,21,Viseiras de proteção contra xampu,010404;090005;090034;090035;090047;090259;090274;090276;090288;090422;090645;090676;090887;090901;090932;090955;100137;170134;220115;220121;250170;370148;420206
210461,21,Organizadores de comprimidos para uso pessoal,050243;110275;110315;110408;120329;140057;200353;350068
210462,21,Organizadores eletrônicos de comprimidos para uso pessoal Mochilas de hidratação para uso pessoal abrangendo um reservatório para líquidos e,050243;080219;110275;110315;110408;120329;140057;350068
210464,21,Linha para sobrancelhas,030131;030154;030284;280182
210465,21,Separadores de cílios,030042;030043;030202;070083;070152;070169;070320;070439;080252
210466,21,Merendeiras [lancheiras] com isolamento térmico,060484;100323;170037;170045;170058;170059;170063;170103;170104;170135;170140;190260;370054
210467,21,Colheres de geleia,080080;080087;090641;100069;100305;290044;290049;300168;300302
210468,21,Anéis de cozimento [utensílios para cozinhar],090040;100018;100251;110107;110254;110406;170009;170131;290200
210469,21,Suportes para bolos,060391;060431;070092;090158;090309;090742;090927;100146;110279;160018;160258;200101;200120;200212;260046;300029;300070;300225;300226;430198
210470,21,Conchas para banheiro,080081;090772;200090;200233;200345;200350;270001
210471,21,Varetas de agitação para água quente de banho,010247;010253;010448;030213;030246;030255;050131;090072;110302;250004;250005;250125;250125;250126;250127;300253;320014;320017
210472,21,Redes de pesca para aquários,070005;070478;190190;190233;190234;220011;220094;220108;260058;280083;280165;280279;410213
210473,21,Tapetes de lamber para animais de estimação,030196;030217;050440;050478;050509;050511;090958;100327;100340;100351;110419;120311;120357;140187;160371;180135;200006;200010;200271;200275;200356;240121;270010;270011;270020;270024;270025;280004;280234;310005;310059;310112;310138;310142;310146;310147;310181;400094;410005;410261;440173;450198
210475,21,Colher para mel,050519;080079;080176;300098;300314
210476,21,Suportes para toalha de papel,010036;010103;010245;010416;010417;010418;010419;010432;050237;050286;060358;060431;070092;090158;090309;090927;100146;110279;160006;160018;160062;160130;160140;160156;160182;160190;160191;160210;160233;160306;160339;160372;160376;160395;200101;200212;240048;250128;260046
210477,21,Limpadores faciais elétricos,090148;090164;090166;090222;090730;090799;090828;100270;100304;100348;110278;110278;110375;120121;120262
210478,21,Bolsas [almofadas] aquecedoras para preparar comidas e bebidas,070315;070611;100098;160386;180010;180020;180074;180075;180124;200078;200122;260055;260078;320045;320060
210479,21,Raspadores de língua,080274
210480,21,Tábuas para massa,090761;170139;190027;190248;200126;280241;280242;290184;290213;300072;300220;300222;300247;300280;300283
210481,21,Pesos para toalhas de mesa,090081;090257;090403;160183;160186;160200;240025;240033;240070;240129;280221;280264
210482,21,Extratores de cravos para fins cosméticos,030019;030065;030100;030100;030234;030239;030248;030253;030264;030271;030272;030273;030277;030287;030288;060077;100347;300040;030019;030063;030065;030100;030100;030171;030234;030239;030248;030253;030264;030271;030272;030273;030277;030287;030288;070185;070558;070565;100347
210482,21,Extratores de comedão para fins cosméticos,030019;030065;030100;030100;030234;030239;030248;030253;030264;030271;030272;030273;030277;030287;030288;060077;100347;300040;030019;030063;030065;030100;030100;030171;030234;030239;030248;030253;030264;030271;030272;030273;030277;030287;030288;070185;070558;070565;100347
210483,21,Frascos para servir molho de soja,070609;290231;300082;300179;300188;300328
210484,21,Tapetes de proteção para fogão de indução,010586;020094;030225;090070;100013;110310;160392;170132;200275;200352;270001;270010;270011;270012;270020;270024;270025;270026;270028;270029;280234;280258;010586;020094;030225;090070;100013;110310;160392;170132;200275;200352;270001;270010;270011;270012;270020;270024;270025;270026;270028;270029;280234;280258
210484,21,Tapetes de proteção para cooktops de indução,010586;020094;030225;090070;100013;110310;160392;170132;200275;200352;270001;270010;270011;270012;270020;270024;270025;270026;270028;270029;280234;280258;010586;020094;030225;090070;100013;110310;160392;170132;200275;200352;270001;270010;270011;270012;270020;270024;270025;270026;270028;270029;280234;280258
210485,21,Recipientes de cultivo hidropônico para uso doméstico,010260;010524;010618;010635;030081;030083;030245;030247;070277;070444;070459;070460;070625;080299;110361;110420;160271;160290;160290;160313;440231
210486,21,Lenços para óculos,090654;090726;090748;100328;100329;100330;100331;100332;100333;100334;100339;100341;160198;160294;160391;240078;250069;250161;250191;280289;370180;440272;030211;090654;090726;090748;100328;100329;100330;100331;100332;100333;100334;100339;100341;180141;240007;240013;240018;240053;240057;240130;280289;370180;440272
210486,21,Panos para óculos,090654;090726;090748;100328;100329;100330;100331;100332;100333;100334;100339;100341;160198;160294;160391;240078;250069;250161;250191;280289;370180;440272;030211;090654;090726;090748;100328;100329;100330;100331;100332;100333;100334;100339;100341;180141;240007;240013;240018;240053;240057;240130;280289;370180;440272
220001,22,Tela de tecido para tabiques de ventilação,010212;010434;030160;030161;110006;110244;160063;160238;240016;240023;240035;240036;240037;240041;240050;240058;240061;240062;240073;240094;240127;270015
220002,22,Oleados [tecidos]*,010286;030193;050450;060184;070480;160150;170056;170079;210127;240001;240002;240003;240004;240008;240017;240028;240038;240046;240049;240060;240063;240064;240067;240081;240083;240088;240090;240091;240093;240097;240113;240132;240139;240140;240141;390141;400008;400014;400021;400036;400037;400058;400060;400069;400120
220003,22,Tiras para atar videiras,030216;030235;060285;060286;160205;170013;180034;180036;180061;190018;300147
220004,22,Aparas de madeira para enchimento,020111;040006;190028;190029;190031;190032;190034;190127;200087;280208;310018;310183
220005,22,Palha de madeira,010130;020028;020111;020111;020112;040119;040120;070223;080155;190026;190027;190028;190029;190031;190032;190033;190034;190035;190127;200017;200026;200027;200087;200159;200160;200161;200162;200368;250110;310017;310046;310098;310099;400009;400067
220006,22,Serragem de madeira,010130;010132;010133;010133;010582;020026;020027;020028;020049;020056;020082;020111;020111;020112;020113;020134;030030;040018;040119;040120;070055;080155;190015;190026;190027;190028;190029;190030;190031;190032;190033;190034;190035;190127;190149;190201;190248;200017;200025;200026;200027;200087;200148;200238;200253;200315;250110;310017;310018;310019;310183;360105;370162;400009;400067;420213
220007,22,Enchimentos [estofos],050489;050515;170014
220008,22,Seda crua,160408;230007;230016;240060;240088;240111;310022;310090;310119
220009,22,Redes para camuflagem,090260;090906;120122;260042;280064;280065;280165;280195
220010,22,Fibras têxteis em bruto,010476;040071;050367;060088;170088;190072;240012;240040;240072;240092;400037;400058;400059;420109
220011,22,Redes de pesca comerciais,070478;210472;260058;280083;280165;280279;350082
220012,22,Pêlos de camelo,210055
220013,22,Fibras de cânhamo,050367;170088;170140;230005;240017;240018;300305;310177
220014,22,Estopa,210268;210312
220015,22,Correias de cânhamo,040009;040028;040033;060101;070036;070037;070074;070126;070314;070360;070441;180033;180035;180036;180136;230005;240017;240018;300305;310177
220016,22,Fios de resíduos de seda,090258;090505;090572;100213;100216;160408;230001;230007;230014;230015;230016;240060;240088;240111;310086;310090;310119;400106;100216;160408;200025;230007;230016;240060;240088;240111;310048;310086;310090;310119;400106
220016,22,Resíduos de seda,090258;090505;090572;100213;100216;160408;230001;230007;230014;230015;230016;240060;240088;240111;310086;310090;310119;400106;100216;160408;200025;230007;230016;240060;240088;240111;310048;310086;310090;310119;400106
220018,22,Fibra de coco,230006;290010;290021;290121;290122;290220;310033
220020,22,Cordas não metálicas,060341;060438;060441;060486;070119;150028;150042;150062;150090;170031;190084;190086;190162;190177;190246;190267;200056;200217;280033;280042
220021,22,Cordas *,060341;070119;150028;150042;150062;150090;170031;280033;280042
220022,22,Corda de chicote,150015;150029;150048;150093;150093;270017
220023,22,Escadas de corda,060124;060162;060355;060361;070178;150015;150029;150048;190074;190222;200105;270017
220025,22,Algodão cru,030019;030066;030259;050031;050034;050072;050099;050176;050392;050447;130030;170032;210268;230002;230008;240028;240031
220026,22,Estopa de algodão,030259;050031;050034;050072;050176;130030;170032;210268;210312;230002;230008;240028;240031
220027,22,Crina de cavalo*,180097;180117;210380;280014
220028,22,Penugem [plumas],250011;260011;260082
220029,22,Penugem de eider [plumas],250011;260011;260082
220030,22,"Materiais para estofamento, exceto de borracha, materiais plásticos, papel ou papelão",050110;070541;160008;160280;160282;160304;160308;160327;160365;160366;170105;170109;400050;400052;130053;160338;160365;170101;400092
220030,22,"Material para embalagem [enchimento, acolchoamento] exceto de borracha, matérias",050110;070541;160008;160280;160282;160304;160308;160327;160365;160366;170105;170109;400050;400052;130053;160338;160365;170101;400092
220031,22,"plásticas, papel ou papelão",010036;010103;010245;010416;010417;010418;010419;010432;050237;050286;160006;160008;160062;160075;160078;160130;160140;160156;160182;160190;160191;160210;160233;160280;160282;160304;160308;160327;160339;160365;160366;160372;160376;160395;170087;190045;190046;250128
220032,22,Barbantes [cordel] para embalagem,060231;060416;070541;160130;160338;160365;160406;170101;200100;390022;390086;390109
220033,22,Lã para estofamento [acolchoamento],210163;230004;240052;240064;370017;370067;370163;370166;400039;400092
220036,22,Enxárcias de embarcações,190188
220037,22,Fibras de sílica vitrificada para uso têxtil,040080;170038;170038;170095;170096;170102;170102;170105;190168;210283;210284;230017;230018;230019;230020;240104
220038,22,Cordéis feitos de papel,010036;010103;010245;010416;010417;010418;010419;010432;050237;050286;130062;160006;160062;160130;160140;160156;160157;160182;160190;160191;160210;160233;160339;160372;160376;160395;170021;250128
220039,22,Cordéis para redes,090260;090906;120122;130062;260042;280064;280065;280165
220040,22,Flocos de seda,160408;230007;230016;240060;240088;240111;290154;300043;300145;300161;310090;310119
220041,22,Flocos de lã,170061;210005;210163;230004;230012;230012;240052;240064;240111;240123;260067;290154;300043;300145;300161;400039
220042,22,Fios para amarrar feixes,060004;060019;060396;090256;090258;090293;090442;090505;090572;100056;100213;230001;230002;230004;230007;230014;230015;310175
220043,22,Redes para dormir,090260;090906;120122;200368;240100;240122;240124;250163;260042;280064;280065;280165
220044,22,Ervas para estofamento,050170;050204;050240;050336;240004;300201;300294;310070;340028;370017;370067;370163;370166;440171
220045,22,Fitas de gelosias [lamelas de persianas],030263;060156;060158;090076;090078;100279;100322;190103;190107;200136;200262
220046,22,Juta,230011;240063
220048,22,"Laços [redes, entrelaçamentos]",090260;090906;120122;160351;260042;260141;260142;280064;280065;280165
220050,22,Lã crua ou tratada,170061;210005;210163;230004;230012;230012;240052;240064;240111;240123;260067;310022;400039
220051,22,Lã cardada,070604;170032;170061;170062;170063;210005;210152;210163;230004;230012;230012;240052;240064;240111;240123;260067;260124;360107;400039;420214
220052,22,Lã penteada,070604;170032;170061;170062;170063;210005;210152;210163;230004;230012;230012;240052;240064;240111;240123;260067;260124;360107;400039;420214
220055,22,"Linhol [fio grosso, untado em cerol]",060132;080258;090471;090661;090858;090884;200025;210320;230010;230031;380048
220056,22,Linho em bruto [fibra do linho],230013;240031;240067;240069
220057,22,Plumas [penugem] para enchimento [artigos de cama],200077;240029;250011;280209
220058,22,Toldos de matérias têxteis,130053;170025;240085;240087;240103;240103;240105;400037
220059,22,Velas de navios,040015;040046;040076;040105;040121;070061;090910;120073;120082;120118;120150;120151;120252;120343;210295;210352;390015;390055
220060,22,Fibras em rama para filtragem,010296;010621;050367;110015;110307;170088;170140
220061,22,Fibras em rama para estofamento e enchimento,050367;170088;240004;280208;370017;370067;370163;370166
220062,22,Palha para estofamento,070223;200159;200160;200161;200162;240004;310046;310098;310099;370017;370067;370163;370166
220064,22,Penas para estofamento [plumas],160002;160148;210281;250011;370017;370067;370163;370166
220065,22,Pêlos de animais,060433;070431;200006;200010;210055;310005;310007;310059;310112;400094;410005;430203;450264
220066,22,Fibras de rami,050367;090571;170038;170088;170096;170102;170140;210283
220068,22,Sacos para transporte e armazenamento de mercadorias a granel,060507;200128;210315;210315;280047;280184;390004;390006;390009;390011;390014;390017;390027;390028;390036;390037;390038;390041;390048;390049;390058;390059;390061;390062;390075;390086;390089;390103;390121;390128;390137
220069,22,"Sacos [invólucros, sacolas] de matéria têxtil, para embalar",140176;160246;170077;180079;240019;270013
220070,22,Esparto [grama],070188;070201;080127;190259;270003;280179;310063;370158
220071,22,Tendas*,060208;200168;280254;430189
220072,22,Lã [velo],070604;170032;170061;170062;170063;210005;210152;210163;230004;230012;230012;240052;240064;240111;240123;260067;260124;360107;400039;420214
220073,22,Lã tosquiada,070604;170032;170061;170062;170063;210005;210152;210163;230004;230012;230012;240052;240064;240111;240123;260067;260124;360107;400039;420214
220074,22,Algas do mar [material de estofamento],010043;100149;160175;200098;290274;300002;300281;370067;370166
220075,22,"Capas para veículos, não adaptadas",050307;050350;090709;090710;090740;090762;110112;120047;120074;120077;120117;120125;120128;120132;120149;120195;120212;120248;120258;120260;120261;120264;120271;120276;120287;120298;120326;120327;120330;120334;160108;180026;180054;180116;180143;240059;240074;240075;240115;240117;250177;420195
220076,22,Fibras têxteis,010363;050367;170088;170096;170140;190107;240012;240039;240040;240072;240076;240078;240092;240103;240103;260081;260111;270022;400005;400037;400057;400058;400059;420109
220078,22,Fitas não metálicas para embrulhar ou atar,030263;060285;060286;060438;060441;060486;090078;100279;100322;160288;190084;190086;190162;190177;190246;190267;200056;200217
220079,22,Fios não metálicos para atar ou embalar,060285;060286;060437;090258;090505;090572;190016;190085;190114;190148;190153;190156;190169;190199;190241;200119;200213;200218;200280;230001;230014;230015
220080,22,Embalagens de palha para garrafas,060119;070410;160115;160285;160304;200159;200160;200161;200162;210045;210047;310046;310098;310099;420050;070040;070410;160282;200159;200160;200161;200162;200238;210045;210047;310046;310098;310099
220080,22,Invólucros de palha para garrafas,060119;070410;160115;160285;160304;200159;200160;200161;200162;210045;210047;310046;310098;310099;420050;070040;070410;160282;200159;200160;200161;200162;200238;210045;210047;310046;310098;310099
220081,22,Braçadeiras não metálicas para sustentação de cargas,060026;070095
220082,22,Correias não metálicas para sustentação de cargas,060026;070037;070095;070126
220083,22,Lingas não metálicas para sustentação de cargas,060026;070095
220084,22,Cabos não metálicos,060029;060034;060057;060058;060059;060059;060172;060311;060437;070434;080103;080276;080277;090098;090215;090553;090647;090665;090666;170094;170098;180014;190016;190075;190080;190085;190114;190139;190148;190153;190156;190169;190175;190184;190199;190217;190241;200016;200119;200213;200218;200224;200280;210389;370140
220085,22,Coberturas para camuflagem,010641;060318;060350;120224;120232;170111;190071;200099;210402;280195
220086,22,Cintas não metálicas para uso agrícola,060319;070577;070627;100002;100046;100121;200358
220087,22,Fibras de carbono para uso têxtil,010148;010149;010357;010528;010568;040080;050367;160066;170038;170038;170095;170096;170102;170102;170105;210283;210284;210286;230017;230018;230019;230020;240104;400142;440206
220088,22,Cordões para caixilhos de janelas de guilhotina,060315;060346;060454;070626;100332;140186;180031;190208;200298;260047;260067;260090;260150
220089,22,Cordões para pendurar quadros,090643;090777;100332;140186;160030;160201;180031;200040;200190;200197;200304;260047;260067;260090;260150
220090,22,Resíduos de algodão [estopa] para estofamentos,030259;050031;050034;050176;100216;210268;210312;230002;230008;240028;310086
220091,22,Corda para embalagem,060231;060416;150015;150029;150048;160130;160338;160406;200100;270017;390022;390086;390109
220092,22,Fibras plásticas para uso têxtil,040080;170038;170038;170095;170096;170102;170102;170105;200328;210283;230018;230019;230020
220093,22,Fibras de vidro para uso têxtil,040080;090371;170038;170038;170095;170096;170102;170102;170105;210033;210230;210283;210284;210286;230017;230018;230019;240104;400062
220094,22,Redes *,060500;070478;090259;090260;090260;090906;120122;120123;210472;260042;260058;280064;280065;280165;380030;380057;450218
220101,22,Fibras curtas de algodão,030259;050031;050034;050072;050099;050176;050367;130030;170032;170088;170140;210268;230002;230008;240028;240031
220102,22,Toldos de material sintético,100149;160175;190122;280006
220103,22,Cordas para reboque de carros,060341;120017;120057;120065;120066;120067;120136;120199;120279;120300;120352;150042;150062;150090;170031;280033;280042;360141;390007;390054
220104,22,Sacos postais,070521;160292;160371;160378;160409;210315;210315;210396;210443;240100;240122;240124;240128;280047;280061;280184;280225;280259
220105,22,Velas para snowkite,030248;040015;040046;040076;040105;040121;050481;070061;210295;210352;210416;280029;280119;040015;040046;040076;040105;040121;070061;120170;210295;210352;210364;250145;250167;270017;280251
220105,22,Velas para kite esqui,030248;040015;040046;040076;040105;040121;050481;070061;210295;210352;210416;280029;280119;040015;040046;040076;040105;040121;070061;120170;210295;210352;210364;250145;250167;270017;280251
220106,22,Sacos em malha para lavagem de roupa,070233;070235;210126;210313;210315;210315;210396;240009;250071;280047;280106;280184;370055;370056;370057;370102
220107,22,Sacos mortuários,070521;160292;160371;160378;160409;210315;210315;210396;210443;240100;240122;240124;240128;280047;280061;280184;280225;280259
220108,22,Redes de cerco,060500;070478;090259;090260;090260;090906;120122;120123;210472;260042;260058;280064;280065;280165;380030;380057;450218
220109,22,Tanques-rede para piscicultura,060232;090008;090008;110127;120241;120341;130071;180114;200174
220110,22,Lonas [telas] para velas de embarcações,040076;040105;060428;070061;090261;120114;210352;240015
220111,22,"Persianas [toldos] para exteriores, de matéria têxtil",140176;200136;200282;240019;270013
220112,22,Amarrações não metálicas [amarrilhos],060090;060121;060141;060143;060173;060260;060438;060441;060451;060473;060478;060483;060486;060503;170059;170067;170067;190022;190041;190044;190049;190055;190060;190061;190064;190065;190067;190068;190069;190070;190071;190081;190083;190083;190084;190086;190089;190103;190107;190109;190128;190133;190134;190134;190135;190136;190136;190151;190152;190157;190162;190167;190176;190177;190179;190195;190198;190203;190205;190210;190215;190219;190222;190226;190227;190246;190247;190252;190254;190263;190264;190267;200042;200055;200056;200072;200081;200097;200113;200124;200140;200168;200181;200213;200214;200217;200217;200219;200221;200232;200240;200242;200251;200277;200285;200286;200290;200294;200301;200302;200306;200343;200343;200359;200372
220113,22,Redes utilizadas para a alimentação de animais,070147;070517;090906;180050;200006;200010;210414;210415;280165;310005;310059;310112;400094;410005
220114,22,Cerdas de porco*,210010;210379;290103;290142
220115,22,Lonas de proteção contra poeira,010404;090005;090034;090035;090259;090261;090274;090276;090288;090645;090676;090853;090887;090901;090932;090955;100137;120114;170134;210460;370148;420206
220116,22,Sacos de tecido especialmente adaptados para armazenamento de fraldas,210315;210315;240023;240035;240036;240037;240041;240050;240058;240061;240062;240073;240094;240127;280047;280184
220117,22,Sacos de bivaque como abrigos,070521;160292;160371;160378;160409;210315;210315;210396;210443;240100;240122;240124;240128;280047;280061;280184;280225;280259
220118,22,Sacos para roupa suja,030028;030098;030150;110316;200129;210106;210126;210313;210315;210315;210443;240005;240068;240128;250026;250146;250147;250149;260045;260069;280047;280184;370056
220119,22,"Presilhas para fios, não metálicas",060438;060441;060486;060487;090258;090442;090505;090572;100213;180006;190084;190086;190162;190177;190246;190267;200056;200217;230001;230004;230014;230015;250083;260015;060313;060363;060438;060441;060486;060487;090258;090505;090572;100213;190084;190086;190162;190177;190246;190267;200056;200217;230001;230014;230015
220119,22,"Abraçadeiras para fios, não metálicas",060438;060441;060486;060487;090258;090442;090505;090572;100213;180006;190084;190086;190162;190177;190246;190267;200056;200217;230001;230004;230014;230015;250083;260015;060313;060363;060438;060441;060486;060487;090258;090505;090572;100213;190084;190086;190162;190177;190246;190267;200056;200217;230001;230014;230015
220120,22,Espuma de soja para enchimento e estofamento,200098;280208;290163;290231;300062;370067;370166
220121,22,Rede de proteção contra pássaros e insetos,010404;050178;050379;090034;090035;090259;090274;090288;090645;090676;090887;090901;090932;090955;170134;210460;310035;370148;420206
220122,22,Bolsas para acampamento,120249;180010;180019;180020;180065;180074;180075;180076;180077;180078;180090;180124;200327;210323;260087;260147;260148;430026
220123,22,Redes de proteção não metálicas para rochas,060500;090259;190244;280165
220124,22,Fibra de poliéster fiada para uso têxtil,040080;140008;170038;170038;170095;170096;170102;170102;210283;210284;210286;230012;230012;230016;230017;230018;230019;240104;240140
220125,22,Ombrelone / guarda-sol de pátio,140022;180007;180018;180066;200320;350015;370066;370183;390125;450001;450006
220126,22,Fibras de poliéster para estofamento,050367;170088;170140;240140;370017;370067;370163;370166
230001,23,Fios *,060004;060019;060108;060184;060242;060286;060353;060487;060487;080263;090136;090255;090256;090258;090293;090294;090442;090469;090505;090553;090558;090572;100056;100213;140009;140064;160239;170038;170047;170095;220016;220042;220079;220119;220119;060013;060089;060245;060365;090219;090327;260070;280084;370136
230001,23,Linhas *,060004;060019;060108;060184;060242;060286;060353;060487;060487;080263;090136;090255;090256;090258;090293;090294;090442;090469;090505;090553;090558;090572;100056;100213;140009;140064;160239;170038;170047;170095;220016;220042;220079;220119;220119;060013;060089;060245;060365;090219;090327;260070;280084;370136
230002,23,Fios de algodão,030259;050031;050034;050072;050099;050176;060004;060019;060242;060353;090136;090256;090258;090293;090442;090469;090505;090558;090572;100056;100213;130030;160239;170032;210268;220025;220026;220042;220090;220101;240028;240031
230003,23,Fios para bordado,060004;060019;090136;090256;090258;090293;090442;090505;090572;100056;100213;160239;240049;250184;260057
230004,23,Fios de lã,060004;060019;060242;060353;070604;090136;090256;090258;090293;090442;090469;090505;090558;090572;100056;100213;160239;170032;170061;170062;170063;210005;210152;210163;220033;220041;220042;220050;220051;220052;220072;220073;220119;240052;240064;240111;240123;260067;260124;400039;420214
230005,23,Fios de cânhamo,060004;060019;060353;090136;090256;090258;090293;090442;090505;090558;090572;100056;100213;160239;220013;220015;240017;240018;300305;310177
230006,23,Fios de fibra de coco,090258;090505;090572;100213;220018;290010;290021;290121;290220;310033
230007,23,Fios de seda,060004;060019;060242;060353;090136;090256;090258;090293;090442;090469;090505;090558;090572;100056;100213;160239;160408;200025;220008;220016;220016;220040;220042;240060;240088;240111;290151;310090;310119
230008,23,Algodão fiado,030019;030066;030259;050031;050034;050072;050099;050176;050392;050447;130030;170032;210268;220025;220026;220090;220101;240028;240031
230009,23,Fios para costura [linhas],070111;070440;080303;080304;090169;090219;090258;090313;090327;090505;090572;100213;160212;200064;260004;260049;260070;260092;260130;260157;280084
230010,23,Fiados [fio passado à fieira],060132;080258;210127;210320;220055;240046
230011,23,Fios de juta,060004;060019;090256;090258;090293;090442;090505;090572;100056;100213;220046;240063
230012,23,Estambre [lã fiada],140008;170061;210005;210163;220041;220050;220051;220052;220072;220073;220124;240052;240064;240111;240123;260067;400039;140008;170061;210005;210163;220041;220050;220051;220052;220072;220073;220124;240052;240064;240111;240123;260067;400039
230012,23,Lã fiada,140008;170061;210005;210163;220041;220050;220051;220052;220072;220073;220124;240052;240064;240111;240123;260067;400039;140008;170061;210005;210163;220041;220050;220051;220052;220072;220073;220124;240052;240064;240111;240123;260067;400039
230013,23,Fios de linho,060004;060019;060353;090136;090256;090258;090293;090442;090505;090558;090572;100056;100213;160239;220056;240031;240067;240069
230014,23,Fios de raiom,060004;060019;060108;060184;060242;060286;060353;060487;060487;080263;090136;090255;090256;090258;090293;090294;090442;090469;090505;090553;090558;090572;100056;100213;140009;140064;160239;170038;170047;170095;220016;220042;220079;220119;220119
230015,23,Fios de cerzidura,060004;060019;060108;060184;060242;060286;060353;060487;060487;080263;090136;090255;090256;090258;090293;090294;090442;090469;090505;090553;090558;090572;100056;100213;140009;140064;160239;170038;170047;170095;220016;220042;220079;220119;220119
230016,23,Seda fiada,140008;160408;220008;220016;220016;220040;220124;240060;240088;240111;310090;310119
230017,23,Fios de fibra de vidro para uso têxtil,040080;170038;170095;170096;170102;170103;170104;170105;210283;210284;210286;220037;220087;220093;220124;240104
230018,23,Fios de borracha para uso têxtil,010145;040080;050066;090258;090505;090572;170020;170038;170038;170095;170096;170102;170102;170105;170113;170123;210283;220037;220087;220092;220093;220124
230019,23,Fios elásticos para uso têxtil,040080;090258;090505;090572;100243;160275;170038;170038;170095;170096;170102;170102;170105;210283;210284;210286;220037;220087;220092;220093;220124;240104
